id,raw_text,cleaned_text,created_at,sentiment_score,sentiment_label,party
212,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-31 14:08:29.408655,0.4019,Positive,BJP
213,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-04-04 14:08:29.408655,0.0,Neutral,BJP
214,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-18 14:08:29.408655,0.5859,Positive,AAP
215,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-12 14:08:29.408655,0.0516,Positive,AAP
216,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-21 14:08:29.408655,0.3818,Positive,AAP
217,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-20 14:08:29.408655,0.4767,Positive,AAP
218,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-04-03 14:08:29.408655,0.296,Positive,BJP
219,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-30 14:08:29.408655,0.0,Neutral,AAP
220,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-19 14:08:29.408655,0.4767,Positive,AAP
221,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-21 14:08:29.408655,0.4767,Positive,AAP
222,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-28 14:08:29.408655,-0.1779,Negative,BJP
223,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-20 14:08:29.408655,-0.5994,Negative,Other
224,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-27 14:08:29.408655,0.296,Positive,BJP
225,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-07 14:08:29.408655,0.0772,Positive,Other
226,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-25 14:08:29.408655,0.6369,Positive,AAP
227,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-09 14:08:29.408655,0.4019,Positive,BJP
228,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-27 14:08:29.408655,0.0516,Positive,AAP
229,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-08 14:08:29.408655,0.6801,Positive,BJP
230,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-11 14:08:29.408655,0.7184,Positive,BJP
231,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-19 14:08:29.408655,0.0,Neutral,AAP
232,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-29 14:08:29.408655,0.5574,Positive,Other
233,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-04-01 14:08:29.408655,0.743,Positive,Other
234,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-31 14:08:29.408655,0.4767,Positive,AAP
235,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-19 14:08:29.408655,0.3818,Positive,AAP
236,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-29 14:08:29.408655,0.0,Neutral,BJP
237,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-22 14:08:29.408655,0.4019,Positive,BJP
238,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-20 14:08:29.408655,0.25,Positive,Other
239,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-07 14:08:29.408655,-0.1779,Negative,BJP
240,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-05 14:08:29.408655,0.0,Neutral,AAP
241,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-06 14:08:29.408655,0.3818,Positive,AAP
242,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-04-03 14:08:29.408655,-0.1779,Negative,BJP
243,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-10 14:08:29.408655,0.0516,Positive,AAP
244,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-20 14:08:29.408655,0.25,Positive,Other
245,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-16 14:08:29.408655,0.0,Neutral,AAP
246,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-16 14:08:29.408655,0.0,Neutral,BJP
247,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-04-02 14:08:29.408655,0.25,Positive,Other
248,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-06 14:08:29.408655,0.7184,Positive,BJP
249,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-19 14:08:29.408655,0.0516,Positive,AAP
250,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-06 14:08:29.408655,0.5859,Positive,AAP
251,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-07 14:08:29.408655,0.0772,Positive,Other
252,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-22 14:08:29.408655,0.0,Neutral,Other
253,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-04-01 14:08:29.408655,0.0,Neutral,BJP
254,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-20 14:08:29.408655,0.0,Neutral,Other
255,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-07 14:08:29.408655,0.0,Neutral,AAP
256,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-22 14:08:29.408655,0.5574,Positive,Other
257,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-28 14:08:29.408655,0.296,Positive,BJP
258,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-31 14:08:29.408655,0.0,Neutral,Other
259,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-07 14:08:29.408655,0.4019,Positive,BJP
260,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-08 14:08:29.408655,0.6369,Positive,AAP
261,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-11 14:08:29.408655,-0.1779,Negative,BJP
262,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-04-03 14:08:29.408655,0.5859,Positive,AAP
263,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-17 14:08:29.408655,0.0,Neutral,Other
264,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-08 14:08:29.408655,0.4588,Positive,AAP
265,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-16 14:08:29.409213,0.296,Positive,BJP
266,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-06 14:08:29.409213,-0.5994,Negative,Other
267,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-29 14:08:29.409265,0.0,Neutral,AAP
268,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-08 14:08:29.409265,0.743,Positive,Other
269,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-29 14:08:29.409265,0.0,Neutral,AAP
270,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-04-04 14:08:29.409265,0.0,Neutral,Other
271,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-30 14:08:29.409265,0.6369,Positive,AAP
272,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-11 14:08:29.409265,0.3818,Positive,AAP
273,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-05 14:08:29.409265,0.0,Neutral,Other
274,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-19 14:08:29.409265,0.6369,Positive,AAP
275,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-04-04 14:08:29.409265,0.0,Neutral,BJP
276,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-17 14:08:29.409265,0.296,Positive,BJP
277,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-29 14:08:29.409265,0.4019,Positive,BJP
278,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-21 14:08:29.409265,0.4215,Positive,Other
279,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-27 14:08:29.409265,0.5574,Positive,Other
280,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-06 14:08:29.409265,0.4019,Positive,BJP
281,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-05 14:08:29.409265,0.0,Neutral,BJP
282,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-12 14:08:29.409265,0.0,Neutral,AAP
283,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-30 14:08:29.409480,0.4588,Positive,AAP
284,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-12 14:08:29.409512,-0.1779,Negative,BJP
285,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-04-01 14:08:29.409512,0.0,Neutral,AAP
286,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-05 14:08:29.409512,0.0,Neutral,AAP
287,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-21 14:08:29.409512,0.0,Neutral,Other
288,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-12 14:08:29.409512,0.4019,Positive,BJP
289,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-30 14:08:29.409512,0.0,Neutral,Other
290,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-14 14:08:29.409512,0.0,Neutral,Other
291,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-04-02 14:08:29.409512,-0.5994,Negative,Other
292,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-31 14:08:29.409512,0.296,Positive,BJP
293,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-31 14:08:29.409512,0.743,Positive,Other
294,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-04-04 14:08:29.409512,0.7184,Positive,BJP
295,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-27 14:08:29.409512,0.0,Neutral,Other
296,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-27 14:08:29.409512,0.0,Neutral,AAP
297,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-21 14:08:29.409512,0.0,Neutral,BJP
298,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-29 14:08:29.409512,0.3818,Positive,AAP
299,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-05 14:08:29.409512,0.4767,Positive,AAP
300,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-19 14:08:29.409512,0.0,Neutral,BJP
301,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-09 14:10:35.749392,0.4215,Positive,Other
302,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-15 14:10:35.749392,0.0,Neutral,AAP
303,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-21 14:10:35.749392,0.4215,Positive,Other
304,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-15 14:10:35.749392,0.0516,Positive,AAP
305,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-21 14:10:35.749392,-0.1779,Negative,BJP
306,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-04-04 14:10:35.749392,0.4215,Positive,Other
307,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-31 14:10:35.749392,-0.1779,Negative,BJP
308,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-30 14:10:35.749392,0.4588,Positive,AAP
309,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-19 14:10:35.749392,-0.5994,Negative,Other
310,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-12 14:10:35.749392,-0.5994,Negative,Other
311,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-04-04 14:10:35.749392,0.0,Neutral,AAP
312,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-04-01 14:10:35.749392,0.296,Positive,BJP
313,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-14 14:10:35.749392,0.296,Positive,BJP
314,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-04-03 14:10:35.749392,0.4019,Positive,BJP
315,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-22 14:10:35.749392,0.4019,Positive,BJP
316,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-14 14:10:35.749392,0.0516,Positive,AAP
317,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-28 14:10:35.749392,0.4588,Positive,AAP
318,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-13 14:10:35.749392,0.0,Neutral,BJP
319,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-04-02 14:10:35.749392,0.3818,Positive,AAP
320,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-17 14:10:35.749392,0.5574,Positive,Other
321,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-17 14:10:35.749392,-0.1779,Negative,BJP
322,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-20 14:10:35.749392,-0.1779,Negative,BJP
323,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-31 14:10:35.749392,0.4767,Positive,AAP
324,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-05 14:10:35.749392,-0.1779,Negative,BJP
325,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-04-02 14:10:35.749392,0.5859,Positive,AAP
326,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-25 14:10:35.749392,0.0,Neutral,AAP
327,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-08 14:10:35.749392,0.7184,Positive,BJP
328,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-16 14:10:35.749392,0.5574,Positive,Other
329,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-27 14:10:35.749392,0.25,Positive,Other
330,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-14 14:10:35.749392,0.0,Neutral,Other
331,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-15 14:10:35.749392,0.7184,Positive,BJP
332,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-04-04 14:10:35.749392,0.7184,Positive,BJP
333,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-30 14:10:35.749392,0.25,Positive,Other
334,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-22 14:10:35.749392,0.6369,Positive,AAP
335,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-08 14:10:35.749392,0.0,Neutral,BJP
336,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-04-02 14:10:35.749392,0.6801,Positive,BJP
337,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-04-01 14:10:35.749392,0.0772,Positive,Other
338,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-10 14:10:35.749392,0.25,Positive,Other
339,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-09 14:10:35.749392,0.4588,Positive,AAP
340,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-20 14:10:35.749392,0.4588,Positive,AAP
341,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-13 14:10:35.749392,0.0,Neutral,AAP
342,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-29 14:10:35.749392,0.0,Neutral,BJP
343,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-07 14:10:35.749392,0.0,Neutral,BJP
344,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-24 14:10:35.749392,0.7184,Positive,BJP
345,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-21 14:10:35.749392,0.0,Neutral,AAP
346,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-18 14:10:35.749392,0.0,Neutral,AAP
347,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-23 14:10:35.749392,0.5574,Positive,Other
348,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-22 14:10:35.749392,0.4215,Positive,Other
349,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-20 14:10:35.749392,0.743,Positive,Other
350,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-04-01 14:10:35.749392,0.3818,Positive,AAP
351,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-26 14:10:35.749392,0.0772,Positive,Other
352,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-15 14:10:35.749392,-0.5994,Negative,Other
353,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-16 14:10:35.749392,0.4767,Positive,AAP
354,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-31 14:10:35.749392,0.0,Neutral,BJP
355,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-15 14:10:35.749392,0.4215,Positive,Other
356,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-25 14:10:35.749392,0.25,Positive,Other
357,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-18 14:10:35.749392,0.296,Positive,BJP
358,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-18 14:10:35.749392,0.0,Neutral,Other
359,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-16 14:10:35.749392,0.3818,Positive,AAP
360,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-10 14:10:35.749392,0.6369,Positive,AAP
361,BJP promises to solve Delhi's water crisis,bjp promises to solve delhis water crisis,2025-03-22 14:10:35.749392,-0.1779,Negative,BJP
362,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-31 14:10:35.749392,0.7184,Positive,BJP
363,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-17 14:10:35.749392,0.3818,Positive,AAP
364,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-05 14:10:35.749392,0.4215,Positive,Other
365,Education reforms showing positive results in Delhi,education reforms showing positive results in delhi,2025-03-12 14:10:35.749392,0.5574,Positive,Other
366,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-21 14:10:35.749392,0.4215,Positive,Other
367,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-13 14:10:35.749392,0.0,Neutral,AAP
368,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-04-03 14:10:35.749392,0.296,Positive,BJP
369,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-27 14:10:35.749392,-0.5994,Negative,Other
370,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-10 14:10:35.749392,0.0,Neutral,BJP
371,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-31 14:10:35.749392,-0.5994,Negative,Other
372,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-14 14:10:35.749392,0.0,Neutral,AAP
373,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-27 14:10:35.749392,0.4767,Positive,AAP
374,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-20 14:10:35.749392,0.4588,Positive,AAP
375,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-12 14:10:35.749392,0.6801,Positive,BJP
376,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-25 14:10:35.749392,0.0,Neutral,BJP
377,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-26 14:10:35.749392,0.0772,Positive,Other
378,Healthcare system needs more funding in Delhi,healthcare system needs more funding in delhi,2025-03-06 14:10:35.749392,0.0,Neutral,Other
379,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-28 14:10:35.749392,0.0,Neutral,AAP
380,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-29 14:10:35.749392,0.5859,Positive,AAP
381,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-18 14:10:35.749392,0.0516,Positive,AAP
382,BJP's infrastructure projects have reduced traffic in Delhi,bjps infrastructure projects have reduced traffic in delhi,2025-03-21 14:10:35.749392,0.0,Neutral,BJP
383,BJP promises more smart classrooms in Delhi schools #DelhiEducation,bjp promises more smart classrooms in delhi schools,2025-03-14 14:10:35.749392,0.6801,Positive,BJP
384,BJP's law and order measures strengthening Delhi's safety,bjps law and order measures strengthening delhis safety,2025-03-21 14:10:35.749392,0.7184,Positive,BJP
385,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-07 14:10:35.749392,0.25,Positive,Other
386,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-25 14:10:35.749392,0.4588,Positive,AAP
387,BJP pledges new super-specialty hospitals in Delhi #Healthcare,bjp pledges new superspecialty hospitals in delhi,2025-03-17 14:10:35.749392,0.0,Neutral,BJP
388,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-22 14:10:35.749392,0.296,Positive,BJP
389,24x7 water supply still a dream in many Delhi areas,x water supply still a dream in many delhi areas,2025-03-08 14:10:35.749392,0.25,Positive,Other
390,BJP's skill development programs helping Delhi's unemployment,bjps skill development programs helping delhis unemployment,2025-03-27 14:10:35.749392,-0.1779,Negative,BJP
391,BJP's central policies helping reduce Delhi pollution,bjps central policies helping reduce delhi pollution,2025-03-19 14:10:35.749392,0.296,Positive,BJP
392,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-03-10 14:10:35.749392,0.3818,Positive,AAP
393,Public transport system showing improvement under AAP,public transport system showing improvement under aap,2025-03-26 14:10:35.749392,0.4588,Positive,AAP
394,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-30 14:10:35.749392,0.5859,Positive,AAP
395,Mohalla clinics by AAP have revolutionized healthcare in Delhi,mohalla clinics by aap have revolutionized healthcare in delhi,2025-03-27 14:10:35.749392,0.0,Neutral,AAP
396,Need stronger measures to combat Delhi's pollution crisis,need stronger measures to combat delhis pollution crisis,2025-03-29 14:10:35.749392,-0.5994,Negative,Other
397,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-23 14:10:35.749392,0.5859,Positive,AAP
398,Delhi's education budget shows AAP's commitment to learning,delhis education budget shows aaps commitment to learning,2025-04-02 14:10:35.749392,0.3818,Positive,AAP
399,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-23 14:10:35.749392,0.0,Neutral,AAP
400,AAP's free water scheme has helped Delhi's poor,aaps free water scheme has helped delhis poor,2025-03-20 14:10:35.749392,0.0516,Positive,AAP
401,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-04-03 14:11:14.659316,0.0,Neutral,AAP
402,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-26 14:11:14.659316,0.0,Neutral,Other
403,Traffic situation in Delhi needs immediate attention,traffic situation in delhi needs immediate attention,2025-03-22 14:11:14.659316,0.0,Neutral,Other
404,Women's safety in Delhi needs more attention,womens safety in delhi needs more attention,2025-03-08 14:11:14.659316,0.4215,Positive,Other
405,AAP's education model has transformed Delhi's government schools #DelhiElections,aaps education model has transformed delhis government schools,2025-03-29 14:11:14.659316,0.0,Neutral,AAP
406,Free healthcare services in Delhi need improvement,free healthcare services in delhi need improvement,2025-03-25 14:11:14.659316,0.743,Positive,Other
407,Delhi's air quality remains a major concern under AAP,delhis air quality remains a major concern under aap,2025-03-22 14:11:14.659316,0.0,Neutral,AAP
408,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-29 14:11:14.659316,0.4019,Positive,BJP
409,AAP's job fairs creating opportunities for Delhi youth,aaps job fairs creating opportunities for delhi youth,2025-03-10 14:11:14.659316,0.5859,Positive,AAP
410,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-21 14:11:14.659316,0.4019,Positive,BJP
411,Metro expansion under AAP government has improved connectivity,metro expansion under aap government has improved connectivity,2025-03-15 14:11:14.659316,0.4767,Positive,AAP
412,CCTV installation by AAP government improving security,cctv installation by aap government improving security,2025-03-10 14:11:14.659316,0.6369,Positive,AAP
413,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-31 14:11:14.659316,0.296,Positive,BJP
414,Youth employment remains a challenge in Delhi,youth employment remains a challenge in delhi,2025-03-05 14:11:14.659316,0.0772,Positive,Other
415,BJP's development agenda looks promising for Delhi,bjps development agenda looks promising for delhi,2025-03-30 14:11:14.659316,0.4019,Positive,BJP
416,New flyovers and roads development by BJP helping Delhi,new flyovers and roads development by bjp helping delhi,2025-03-30 14:11:14.659316,0.296,Positive,BJP
